Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
22.0,1,1,7.0,1,1,4,5.0,0,4.0,2,3.0,1,5,0,3.0,1,20748.0
27.0,1,1,13.0,2,1,3,5.0,0,4.0,1,3.0,0,3,1,2.0,1,21046.0
28.0,1,1,14.0,3,0,3,5.0,1,5.0,3,2.0,0,3,1,1.0,2,25489.0
37.0,1,1,6.0,1,1,2,3.0,3,3.0,3,5.0,0,5,1,0.0,3,22491.0
33.0,0,3,14.0,2,1,2,4.0,0,3.0,2,1.0,0,1,0,1.0,1,17342.0
25.0,1,1,13.0,3,2,3,4.0,0,3.0,0,2.0,0,2,1,2.0,1,17889.0
32.0,1,3,10.0,3,2,2,5.0,3,3.0,0,2.0,0,2,1,1.0,3,25400.0
56.0,1,3,33.0,3,2,3,5.0,2,3.0,1,3.0,0,3,1,2.0,4,38264.0
29.0,1,1,19.0,2,1,4,4.0,0,3.0,1,3.0,1,4,1,2.0,1,21193.0
59.0,0,3,6.0,2,1,2,4.0,1,3.0,2,1.0,0,5,1,1.0,2,20473.0
26.0,0,1,9.0,1,2,3,3.0,0,5.0,2,1.0,0,3,0,2.0,1,18102.0
36.0,1,1,29.0,2,1,4,2.0,3,4.0,1,2.0,0,5,1,3.0,3,30674.0
38.0,0,1,12.0,3,1,3,5.0,1,3.0,1,1.0,1,2,0,2.0,2,20329.0
53.0,1,3,6.0,3,1,2,3.0,1,5.0,3,1.0,0,2,1,1.0,2,23381.0
34.0,0,3,14.0,2,1,2,4.0,1,4.0,0,2.0,0,4,1,1.0,2,22980.0
37.0,0,3,10.0,3,2,2,3.0,0,3.0,1,5.0,0,4,1,0.0,1,17793.0
33.0,1,1,6.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0
35.0,1,1,6.0,3,2,2,4.0,0,3.0,1,7.0,0,1,1,1.0,1,17258.0
40.0,1,2,12.0,3,2,2,3.0,4,3.0,2,2.0,1,3,1,1.0,0,31437.0
29.0,1,1,34.0,2,1,3,3.0,0,3.0,1,5.0,0,5,0,1.0,1,17514.0
55.0,1,1,16.0,2,1,4,4.0,1,3.0,1,5.0,0,5,0,2.0,2,21575.0
59.0,1,1,9.0,2,2,3,4.0,0,3.0,1,4.0,0,3,0,0.0,1,17177.0
53.0,1,1,12.0,2,2,2,3.0,1,3.0,2,3.0,0,5,1,0.0,2,17450.0
29.0,1,1,9.0,2,2,4,5.0,0,4.0,0,2.0,0,2,0,3.0,1,21879.0
30.0,0,1,6.0,2,2,2,4.0,3,3.0,3,2.0,0,5,1,1.0,3,23474.0
25.0,1,3,19.0,3,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17096.0
31.0,1,3,9.0,1,2,4,4.0,0,4.0,1,3.0,0,3,1,1.0,1,21154.0
50.0,0,3,18.0,3,0,3,3.0,3,3.0,3,5.0,0,5,0,0.0,3,24208.0
30.0,1,1,8.0,2,1,2,5.0,1,3.0,2,3.0,0,2,0,1.0,2,21091.0
44.0,1,1,16.0,2,2,2,3.0,1,3.0,1,3.0,1,3,0,1.0,2,21465.0
37.0,1,1,9.0,2,2,2,3.0,3,3.0,0,2.0,0,2,1,0.0,3,24434.0
45.0,0,3,8.0,2,1,3,3.0,1,3.0,1,5.0,0,1,1,2.0,2,20154.0
28.0,1,1,12.0,1,2,3,5.0,3,3.0,1,3.0,1,3,0,1.0,3,31486.0
32.0,1,3,17.0,3,1,3,4.0,1,3.0,1,4.0,1,1,0,1.0,2,25261.0
46.0,1,1,13.0,2,2,3,4.0,3,5.0,1,6.0,1,3,1,2.0,3,31923.0
22.0,1,1,14.0,2,2,3,5.0,0,5.0,0,2.0,0,2,1,0.0,1,17451.0
29.0,0,1,8.0,2,1,3,3.0,0,4.0,0,1.0,0,5,0,2.0,1,18180.0
33.0,0,1,14.0,2,2,4,2.0,0,4.0,1,3.0,0,1,0,2.0,1,21472.0
35.0,1,1,6.0,2,1,2,1.0,0,3.0,2,4.0,0,3,0,0.0,1,17506.0
38.0,0,3,28.0,3,1,3,4.0,0,3.0,1,7.0,0,1,1,1.0,1,21651.0
52.0,0,1,13.0,3,1,3,5.0,0,3.0,3,2.0,0,5,1,2.0,1,21516.0
25.0,0,1,18.0,2,1,4,2.0,1,3.0,1,2.0,0,5,0,2.0,2,22689.0
29.0,1,1,9.0,3,2,3,4.0,0,3.0,3,8.0,0,3,0,1.0,1,23060.0
54.0,1,3,14.0,3,1,4,5.0,3,3.0,0,2.0,1,2,0,1.0,3,29612.0
21.0,0,1,13.0,2,1,4,5.0,0,3.0,3,3.0,1,1,0,1.0,1,21604.0
33.0,1,3,14.0,3,2,2,3.0,1,3.0,1,1.0,0,2,1,1.0,2,22104.0
48.0,1,3,35.0,3,1,3,3.0,3,3.0,1,4.0,0,4,0,1.0,3,27504.0
36.0,1,3,9.0,3,1,3,4.0,3,3.0,1,1.0,0,3,1,0.0,3,22644.0
51.0,1,3,10.0,3,2,3,5.0,0,3.0,0,3.0,1,4,0,1.0,1,21361.0
39.0,1,3,11.0,1,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,17086.0
50.0,1,3,6.0,3,1,3,3.0,2,3.0,1,4.0,0,2,1,1.0,4,34517.0
47.0,0,1,7.0,3,2,3,5.0,3,5.0,0,4.0,1,2,1,2.0,3,29351.0
49.0,0,3,31.0,2,2,4,6.0,0,3.0,2,3.0,1,1,1,3.0,1,21237.0
35.0,1,1,17.0,3,2,3,4.0,1,5.0,3,3.0,0,4,0,1.0,2,24803.0
53.0,1,3,8.0,2,1,3,4.0,4,3.0,0,3.0,0,3,1,0.0,0,30427.0
39.0,0,1,9.0,2,0,4,2.0,1,5.0,3,8.0,1,2,1,3.0,2,24658.0
35.0,1,1,9.0,2,2,4,5.0,0,3.0,1,5.0,0,5,1,3.0,1,21446.0
35.0,1,1,17.0,3,2,2,3.0,0,3.0,1,1.0,1,5,0,0.0,1,17660.0
36.0,1,1,13.0,2,2,3,6.0,1,3.0,3,3.0,0,5,0,2.0,2,25324.0
46.0,1,3,6.0,3,1,3,3.0,3,5.0,1,2.0,0,2,1,1.0,3,25453.0
59.0,1,3,6.0,1,2,3,3.0,3,3.0,1,4.0,1,1,1,0.0,3,26904.0
42.0,1,3,13.0,3,2,3,4.0,3,3.0,3,3.0,0,5,1,1.0,3,27919.0
27.0,1,1,7.0,3,2,3,5.0,0,5.0,1,3.0,0,3,1,2.0,1,22633.0
38.0,0,3,26.0,3,2,3,4.0,3,4.0,3,3.0,1,5,0,1.0,3,26320.0
31.0,1,1,30.0,3,1,3,4.0,1,5.0,3,2.0,0,5,1,0.0,2,21812.0
32.0,1,1,30.0,3,2,4,5.0,1,3.0,0,2.0,0,3,1,2.0,2,24260.0
30.0,0,1,7.0,1,2,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,22997.0
36.0,1,3,15.0,2,1,4,4.0,0,3.0,0,3.0,0,3,0,1.0,1,21250.0
37.0,1,3,10.0,2,2,3,5.0,3,3.0,0,3.0,1,2,1,1.0,3,29003.0
59.0,1,1,24.0,3,2,3,3.0,3,3.0,3,7.0,0,3,1,1.0,3,25512.0
50.0,1,3,15.0,1,2,3,5.0,4,4.0,1,8.0,0,4,1,2.0,0,31798.0
40.0,1,1,7.0,3,1,4,4.0,0,3.0,1,2.0,0,3,0,2.0,1,20910.0
24.0,0,1,13.0,2,1,2,3.0,0,3.0,0,2.0,1,4,0,0.0,1,17886.0
59.0,1,3,9.0,2,1,2,4.0,1,3.0,2,6.0,0,3,0,0.0,2,20171.0
41.0,1,1,13.0,2,1,4,4.0,4,3.0,2,2.0,0,5,1,1.0,0,31915.0
40.0,1,2,9.0,2,1,3,5.0,1,3.0,1,2.0,0,3,1,1.0,2,23882.0
58.0,1,3,27.0,2,1,3,3.0,4,3.0,1,5.0,1,5,1,0.0,0,32875.0
32.0,1,1,8.0,3,1,3,1.0,1,3.0,2,1.0,0,3,0,0.0,2,20055.0
50.0,1,1,30.0,2,2,3,3.0,4,3.0,0,4.0,1,4,0,0.0,0,28973.0
41.0,1,1,18.0,1,1,2,3.0,2,3.0,0,2.0,0,4,1,0.0,4,34545.0
24.0,1,1,6.0,3,2,3,3.0,0,3.0,1,3.0,1,3,0,2.0,1,17293.0
51.0,1,1,8.0,3,2,2,5.0,1,4.0,1,6.0,0,1,0,1.0,2,20482.0
25.0,1,3,11.0,3,2,2,4.0,1,3.0,2,2.0,1,3,1,0.0,2,20744.0
26.0,1,1,12.0,2,1,2,4.0,0,4.0,0,2.0,0,3,1,0.0,1,17368.0
23.0,1,1,10.0,2,1,3,4.0,1,3.0,1,2.0,1,5,1,2.0,2,22849.0
41.0,0,3,9.0,3,2,4,4.0,1,4.0,0,7.0,0,4,1,3.0,2,23005.0
28.0,0,1,22.0,3,2,2,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17144.0
34.0,1,3,6.0,3,2,3,1.0,1,3.0,1,1.0,0,5,0,1.0,2,24725.0
42.0,1,1,14.0,3,0,3,4.0,1,3.0,3,8.0,0,3,1,1.0,2,23681.0
41.0,1,1,9.0,2,1,3,4.0,0,5.0,1,6.0,0,4,1,2.0,1,22055.0
34.0,1,3,7.0,3,2,3,2.0,1,5.0,1,3.0,0,4,0,2.0,2,22715.0
23.0,1,1,10.0,3,2,2,1.0,0,5.0,1,3.0,0,4,0,1.0,1,17819.0
38.0,1,3,6.0,2,0,2,4.0,1,3.0,3,5.0,0,2,1,1.0,2,23686.0
40.0,1,1,13.0,2,0,3,4.0,3,4.0,3,6.0,0,3,0,2.0,3,27054.0
39.0,0,1,13.0,3,1,4,6.0,1,3.0,1,2.0,1,1,0,3.0,2,24007.0
41.0,1,1,11.0,2,2,2,1.0,1,4.0,3,4.0,0,5,1,0.0,2,21870.0
34.0,1,1,12.0,3,2,2,3.0,0,5.0,2,3.0,0,2,1,1.0,1,17960.0
50.0,1,1,15.0,2,2,3,3.0,0,3.0,0,5.0,0,5,1,0.0,1,17380.0
36.0,0,1,17.0,2,2,3,4.0,1,4.0,3,2.0,0,4,1,1.0,2,21499.0
59.0,1,3,17.0,3,2,3,4.0,4,3.0,2,2.0,0,3,1,2.0,0,32550.0
34.0,0,3,32.0,3,1,3,4.0,1,3.0,1,3.0,0,3,0,2.0,2,23217.0
49.0,1,3,17.0,3,1,2,3.0,3,3.0,0,2.0,0,4,0,1.0,3,22654.0
51.0,1,1,17.0,1,2,4,5.0,3,3.0,2,8.0,0,5,0,3.0,3,29174.0
30.0,1,1,7.0,1,2,3,4.0,0,3.0,2,2.0,0,2,0,1.0,1,20736.0
34.0,1,1,12.0,2,2,3,5.0,3,3.0,1,6.0,0,3,0,1.0,3,25797.0
60.0,1,3,7.0,1,2,4,4.0,3,3.0,1,5.0,1,1,1,1.0,3,30582.0
33.0,0,3,9.0,2,1,4,4.0,0,5.0,1,3.0,0,3,0,2.0,1,21505.0
40.0,0,1,11.0,3,0,3,4.0,1,3.0,3,2.0,0,3,1,1.0,2,23720.0
21.0,0,3,15.0,3,2,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,17610.0
31.0,0,1,10.0,2,2,3,4.0,0,3.0,1,6.0,0,3,1,1.0,1,20775.0
36.0,1,3,25.0,3,1,3,4.0,1,3.0,0,3.0,0,4,1,1.0,2,23279.0
37.0,0,3,10.0,3,2,3,5.0,3,3.0,0,6.0,0,2,0,2.0,3,28377.0
53.0,1,1,13.0,3,1,2,3.0,2,3.0,1,4.0,0,2,1,0.0,4,33606.0
31.0,0,1,9.0,3,1,3,4.0,0,3.0,2,2.0,0,4,1,1.0,1,21242.0
32.0,1,3,27.0,2,1,4,6.0,1,3.0,0,5.0,1,3,1,1.0,2,23237.0
30.0,0,2,14.0,2,1,3,4.0,0,3.0,1,7.0,0,5,1,2.0,1,17180.0
60.0,1,1,25.0,3,2,4,4.0,3,3.0,2,8.0,0,3,1,2.0,3,29190.0
29.0,1,1,14.0,2,1,2,5.0,1,5.0,1,4.0,0,1,0,0.0,2,24715.0
27.0,1,1,28.0,3,2,3,4.0,0,3.0,1,3.0,0,5,1,1.0,1,21055.0
44.0,1,3,16.0,3,0,3,6.0,1,3.0,3,2.0,0,2,1,2.0,2,24024.0
28.0,0,1,6.0,3,2,2,4.0,0,4.0,1,2.0,0,4,1,0.0,1,17596.0
28.0,1,1,24.0,1,2,3,4.0,0,4.0,1,2.0,1,4,0,1.0,1,21736.0
35.0,0,3,11.0,3,1,4,4.0,1,3.0,0,2.0,0,2,1,1.0,2,25216.0
39.0,0,1,36.0,2,1,3,4.0,1,3.0,2,3.0,0,3,1,1.0,2,21084.0
36.0,1,1,20.0,2,2,3,3.0,1,3.0,1,1.0,1,5,1,0.0,2,21586.0
34.0,1,1,8.0,3,2,3,1.0,0,3.0,1,1.0,1,1,0,1.0,1,17932.0
32.0,0,1,16.0,3,2,3,5.0,0,5.0,2,2.0,1,3,0,2.0,1,20999.0
45.0,0,1,8.0,3,2,3,4.0,4,3.0,1,1.0,0,4,1,2.0,0,31792.0
29.0,1,1,6.0,1,2,2,3.0,0,3.0,2,1.0,0,1,0,0.0,1,17058.0
41.0,1,1,20.0,2,2,2,3.0,0,3.0,1,5.0,0,4,1,1.0,1,17451.0
34.0,1,1,14.0,3,2,3,4.0,3,3.0,1,2.0,0,4,1,1.0,3,30369.0
35.0,1,3,8.0,3,1,3,3.0,0,3.0,1,2.0,0,1,1,2.0,1,17014.0
35.0,1,1,15.0,3,2,2,3.0,1,3.0,2,2.0,0,4,0,1.0,2,20098.0
43.0,0,2,9.0,3,2,4,2.0,1,5.0,1,2.0,0,1,1,2.0,2,24950.0
51.0,1,1,35.0,3,2,4,2.0,0,3.0,1,3.0,1,1,0,2.0,1,21899.0
46.0,1,1,8.0,2,2,2,3.0,3,3.0,1,4.0,0,1,1,1.0,3,23578.0
42.0,1,1,19.0,1,1,3,4.0,2,3.0,0,3.0,0,4,1,1.0,4,38223.0
41.0,1,3,8.0,2,1,3,3.0,4,5.0,0,1.0,0,5,1,1.0,0,31595.0
53.0,1,3,13.0,3,1,3,4.0,3,3.0,1,1.0,1,1,0,1.0,3,25934.0
47.0,1,1,8.0,3,1,2,3.0,4,3.0,0,4.0,0,5,1,0.0,0,32169.0
40.0,0,1,6.0,2,2,3,4.0,4,4.0,0,2.0,0,2,1,2.0,0,28503.0
35.0,1,1,15.0,2,2,3,4.0,1,4.0,3,1.0,0,2,1,2.0,2,21540.0
47.0,1,1,11.0,2,2,2,3.0,2,3.0,1,5.0,0,1,1,0.0,4,33300.0
29.0,1,3,33.0,3,1,2,3.0,3,3.0,1,2.0,0,3,0,0.0,3,22639.0
44.0,1,2,6.0,3,2,3,4.0,3,5.0,0,1.0,0,4,1,0.0,3,25482.0
35.0,0,1,23.0,1,2,3,6.0,0,5.0,1,3.0,1,3,1,1.0,1,20985.0
37.0,1,1,23.0,2,1,3,2.0,0,5.0,3,3.0,0,2,1,1.0,1,21421.0
33.0,0,1,20.0,2,1,4,5.0,0,4.0,0,3.0,0,5,0,1.0,1,21421.0
41.0,1,3,8.0,2,1,3,3.0,4,5.0,1,1.0,0,5,1,2.0,0,31595.0
42.0,0,3,32.0,3,1,3,3.0,4,4.0,1,6.0,0,3,1,1.0,0,28525.0
31.0,1,1,27.0,2,2,3,4.0,1,5.0,0,2.0,0,4,1,1.0,2,28635.0
28.0,1,1,13.0,3,1,4,5.0,0,3.0,1,2.0,0,1,0,2.0,1,20865.0
41.0,0,1,16.0,2,2,3,4.0,4,5.0,1,5.0,0,1,1,0.0,0,32181.0
30.0,1,1,13.0,3,1,3,4.0,0,3.0,0,3.0,0,3,0,1.0,1,21809.0
34.0,1,3,10.0,2,2,3,3.0,3,3.0,1,3.0,1,4,0,2.0,3,24713.0
30.0,1,3,33.0,3,2,3,3.0,1,3.0,1,1.0,0,3,1,2.0,2,20304.0
38.0,0,1,18.0,2,2,3,4.0,3,3.0,1,3.0,1,3,1,2.0,3,30863.0
45.0,1,1,36.0,2,2,3,4.0,1,3.0,3,3.0,0,5,1,2.0,2,23219.0
35.0,1,3,28.0,2,2,4,3.0,1,3.0,3,3.0,0,3,1,1.0,2,24015.0
32.0,1,1,27.0,2,2,3,4.0,1,3.0,1,3.0,0,5,0,1.0,2,22875.0
36.0,1,1,16.0,3,2,3,4.0,1,3.0,3,3.0,0,4,0,2.0,2,23776.0
38.0,0,1,8.0,2,1,3,1.0,1,5.0,2,7.0,1,2,1,2.0,2,20980.0
34.0,0,1,36.0,3,1,3,5.0,1,3.0,3,3.0,0,5,1,1.0,2,23186.0
38.0,1,1,7.0,2,1,4,4.0,1,4.0,1,8.0,0,1,1,3.0,2,25125.0
43.0,0,1,13.0,3,2,2,1.0,0,3.0,1,5.0,0,4,1,0.0,1,17089.0
52.0,1,3,21.0,2,1,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23614.0
23.0,1,1,10.0,2,1,3,4.0,1,3.0,0,2.0,1,5,1,2.0,2,22849.0
33.0,1,1,21.0,3,2,2,3.0,3,3.0,0,1.0,1,5,0,0.0,3,28610.0
48.0,1,3,35.0,3,1,3,3.0,3,3.0,0,4.0,0,4,0,0.0,3,27504.0
37.0,1,2,12.0,2,2,3,3.0,0,5.0,1,5.0,1,2,1,0.0,1,17073.0
46.0,1,1,28.0,3,2,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,33789.0
19.0,1,3,27.0,2,2,2,4.0,0,4.0,2,2.0,1,1,1,1.0,1,17121.0
35.0,1,3,14.0,1,2,3,4.0,0,3.0,1,2.0,1,1,0,2.0,1,20986.0
33.0,1,1,15.0,3,1,4,2.0,1,3.0,1,7.0,0,3,1,3.0,2,23853.0
59.0,1,3,31.0,2,1,2,3.0,3,5.0,3,1.0,0,3,1,0.0,3,22637.0
33.0,0,3,15.0,3,0,3,4.0,3,3.0,3,3.0,0,4,1,2.0,3,27676.0
26.0,0,1,13.0,3,2,3,3.0,0,3.0,2,2.0,0,4,1,2.0,1,17570.0
52.0,1,1,8.0,2,1,2,4.0,0,3.0,2,1.0,0,3,0,0.0,1,18212.0
27.0,1,3,36.0,3,2,3,4.0,1,3.0,1,7.0,0,5,0,1.0,2,22984.0
29.0,1,1,16.0,3,2,4,4.0,0,3.0,0,3.0,0,2,1,2.0,1,20748.0
30.0,0,3,9.0,2,2,4,4.0,1,3.0,1,3.0,0,1,1,2.0,2,23327.0
37.0,1,1,13.0,2,1,3,3.0,1,3.0,0,5.0,0,2,0,1.0,2,21716.0
35.0,1,1,22.0,3,2,2,2.0,0,4.0,0,1.0,0,3,1,1.0,1,17426.0
35.0,1,1,9.0,2,2,3,5.0,1,5.0,0,8.0,0,4,0,2.0,2,24635.0
35.0,0,3,30.0,3,2,4,4.0,1,3.0,3,2.0,0,5,1,2.0,2,23246.0
51.0,1,1,10.0,2,2,2,3.0,0,3.0,0,1.0,1,2,1,1.0,1,17461.0
30.0,1,1,10.0,3,2,4,5.0,3,3.0,0,3.0,0,2,1,3.0,3,30613.0
34.0,0,3,8.0,3,1,3,3.0,0,3.0,0,7.0,0,5,1,2.0,1,17231.0
33.0,0,1,36.0,3,1,4,4.0,0,3.0,3,2.0,0,3,1,3.0,1,22703.0
30.0,1,3,11.0,3,1,1,4.0,1,3.0,1,2.0,0,2,0,0.0,2,21118.0
33.0,1,1,12.0,2,2,4,3.0,0,4.0,1,2.0,1,2,1,1.0,1,21976.0
30.0,1,1,7.0,2,1,3,5.0,0,5.0,0,3.0,1,2,0,1.0,1,20997.0
59.0,1,1,30.0,3,1,4,4.0,3,3.0,0,3.0,0,3,1,1.0,3,28990.0
53.0,1,1,9.0,3,2,2,3.0,4,3.0,0,4.0,1,5,0,0.0,0,32584.0
34.0,1,1,32.0,3,2,3,5.0,0,4.0,2,6.0,1,4,0,1.0,1,20991.0
20.0,0,3,15.0,3,1,2,3.0,0,3.0,2,2.0,1,4,1,0.0,1,17323.0
42.0,1,1,8.0,3,2,2,3.0,4,5.0,0,1.0,0,3,1,1.0,0,32665.0
27.0,0,1,13.0,2,2,4,2.0,0,3.0,1,2.0,0,4,1,2.0,1,21222.0
45.0,1,1,9.0,2,1,4,2.0,0,3.0,1,3.0,0,4,1,3.0,1,20689.0
32.0,0,1,14.0,2,1,3,5.0,3,3.0,1,3.0,0,1,1,1.0,3,27621.0
31.0,0,1,16.0,3,2,3,4.0,0,5.0,3,4.0,1,3,0,2.0,1,23373.0
45.0,1,1,17.0,2,2,3,4.0,1,3.0,1,4.0,1,3,0,2.0,2,25143.0
44.0,1,3,7.0,2,2,2,5.0,1,4.0,2,7.0,0,3,0,1.0,2,17362.0
42.0,1,1,8.0,3,1,2,4.0,0,5.0,1,1.0,1,4,1,0.0,1,17593.0
39.0,1,3,9.0,3,2,3,4.0,3,4.0,3,2.0,0,4,1,1.0,3,26029.0
58.0,1,1,15.0,3,1,3,4.0,0,4.0,0,5.0,1,2,1,0.0,1,18346.0
27.0,1,1,13.0,3,1,2,4.0,1,5.0,3,1.0,0,3,1,0.0,2,21811.0
38.0,1,3,16.0,2,1,3,3.0,1,3.0,1,2.0,0,4,0,2.0,2,20343.0
42.0,0,1,11.0,2,2,3,3.0,0,3.0,1,5.0,0,3,0,1.0,1,17093.0
31.0,0,3,10.0,3,1,4,4.0,0,3.0,3,3.0,1,5,1,2.0,1,23305.0
50.0,0,3,14.0,1,2,2,3.0,1,3.0,1,4.0,1,5,0,0.0,2,21796.0
43.0,1,1,31.0,3,2,3,4.0,3,5.0,0,3.0,1,2,1,2.0,3,26084.0
27.0,1,1,11.0,1,2,2,4.0,3,3.0,1,2.0,1,3,0,0.0,3,27808.0
38.0,0,1,16.0,3,2,3,4.0,0,3.0,0,3.0,1,2,0,1.0,1,21004.0
35.0,1,3,6.0,3,2,3,3.0,3,4.0,0,2.0,0,4,1,2.0,3,22295.0
31.0,0,1,7.0,2,2,3,5.0,3,3.0,3,3.0,0,5,1,2.0,3,27152.0
42.0,0,1,12.0,2,2,4,5.0,0,5.0,1,8.0,0,3,0,2.0,1,20785.0
37.0,0,1,7.0,3,1,3,5.0,1,3.0,1,2.0,0,5,1,2.0,2,23052.0
51.0,1,3,32.0,3,1,3,3.0,4,3.0,1,3.0,0,3,1,1.0,0,31307.0
41.0,0,1,33.0,3,1,4,5.0,1,3.0,1,5.0,1,1,0,2.0,2,23100.0
42.0,1,1,8.0,2,2,3,4.0,1,3.0,3,4.0,0,1,1,0.0,2,21781.0
28.0,1,1,7.0,2,1,4,4.0,3,5.0,0,3.0,0,4,1,3.0,3,26090.0
34.0,1,1,35.0,2,2,4,4.0,1,3.0,1,3.0,1,1,1,1.0,2,23885.0
23.0,1,1,18.0,3,1,3,4.0,0,4.0,0,3.0,0,2,1,1.0,1,20922.0
29.0,1,1,14.0,3,2,3,4.0,1,3.0,0,2.0,1,3,0,0.0,2,20056.0
49.0,1,1,9.0,1,2,4,2.0,0,4.0,2,7.0,0,2,0,3.0,1,21237.0
31.0,0,1,30.0,2,2,4,6.0,0,3.0,1,3.0,0,3,0,1.0,1,21291.0
53.0,1,3,14.0,3,2,3,3.0,4,3.0,1,6.0,0,3,1,0.0,0,26836.0
30.0,1,1,14.0,2,2,3,4.0,0,5.0,2,5.0,0,4,0,1.0,1,20740.0
31.0,1,1,8.0,3,1,2,5.0,0,3.0,1,2.0,1,5,1,0.0,1,16129.0
44.0,1,1,34.0,2,2,2,3.0,4,5.0,0,4.0,0,1,1,0.0,0,31328.0
45.0,1,1,6.0,2,2,3,2.0,2,3.0,0,1.0,0,4,1,2.0,4,34202.0
34.0,1,1,11.0,3,1,3,5.0,0,4.0,0,2.0,0,1,0,1.0,1,22516.0
39.0,1,1,36.0,3,2,4,4.0,1,5.0,0,2.0,1,3,0,2.0,2,25351.0
31.0,1,3,17.0,3,2,4,5.0,1,3.0,0,3.0,0,2,1,1.0,2,25256.0
34.0,1,3,20.0,1,1,2,3.0,0,3.0,1,2.0,1,5,1,1.0,1,17579.0
53.0,0,3,127.0,2,2,3,4.0,0,3.0,1,4.0,0,1,1,2.0,1,22160.0
38.0,1,3,16.0,3,2,3,4.0,3,3.0,1,1.0,1,3,1,0.0,3,23740.0
54.0,1,1,8.0,1,1,2,3.0,3,3.0,0,1.0,0,4,1,0.0,3,28549.0
36.0,0,3,16.0,3,2,2,3.0,3,3.0,3,2.0,0,2,1,1.0,3,24980.0
44.0,1,1,21.0,3,1,3,3.0,3,3.0,0,2.0,0,3,0,1.0,3,22978.0
36.0,0,3,21.0,3,2,2,5.0,1,3.0,1,2.0,0,1,1,0.0,2,20406.0
37.0,0,1,25.0,3,1,4,4.0,0,3.0,2,3.0,0,3,0,2.0,1,20831.0
33.0,1,3,11.0,3,2,3,6.0,3,3.0,1,3.0,0,1,1,1.0,3,29078.0
38.0,1,1,7.0,3,1,3,5.0,0,5.0,0,4.0,0,4,1,2.0,1,22598.0
22.0,0,1,9.0,2,2,2,4.0,0,3.0,1,1.0,1,3,0,1.0,1,17853.0
48.0,0,1,36.0,2,2,3,4.0,3,4.0,0,3.0,1,3,1,1.0,3,30527.0
44.0,0,1,17.0,2,1,3,4.0,0,3.0,2,2.0,0,5,0,1.0,1,21133.0
43.0,0,1,33.0,3,1,3,4.0,3,5.0,0,5.0,1,3,0,2.0,3,31869.0
36.0,1,1,23.0,2,2,4,4.0,3,3.0,0,6.0,1,2,0,2.0,3,26310.0
26.0,1,1,29.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17886.0
35.0,1,1,9.0,3,2,4,2.0,0,3.0,1,2.0,1,1,0,2.0,1,21610.0
29.0,1,3,9.0,3,1,3,3.0,1,3.0,1,2.0,0,1,0,0.0,2,20561.0
37.0,1,1,13.0,3,2,1,3.0,3,3.0,2,5.0,0,1,0,0.0,3,28664.0
23.0,0,1,10.0,2,2,3,5.0,0,3.0,0,2.0,1,3,0,1.0,1,21531.0
28.0,0,1,10.0,3,2,3,4.0,0,3.0,0,3.0,0,2,1,1.0,1,20384.0
35.0,0,1,9.0,2,2,3,5.0,1,3.0,1,3.0,0,4,0,2.0,2,28225.0
45.0,1,2,7.0,3,2,4,5.0,3,5.0,1,2.0,0,4,1,1.0,3,29160.0
34.0,1,3,13.0,1,2,2,3.0,0,3.0,1,1.0,1,1,0,1.0,1,17308.0
29.0,0,1,13.0,2,2,3,5.0,0,3.0,1,3.0,1,4,1,2.0,1,21381.0
36.0,1,1,16.0,1,1,3,3.0,3,3.0,0,4.0,0,3,0,2.0,3,22094.0
34.0,1,1,15.0,2,2,2,3.0,3,3.0,1,1.0,0,5,1,1.0,3,23500.0
34.0,1,1,7.0,2,2,4,4.0,0,3.0,3,3.0,1,3,1,1.0,1,21364.0
42.0,0,1,7.0,2,1,3,1.0,3,4.0,2,2.0,0,3,1,0.0,3,17372.0
29.0,0,3,6.0,3,1,2,3.0,3,3.0,1,2.0,0,3,1,1.0,3,22918.0
43.0,1,1,20.0,3,2,4,2.0,1,5.0,1,7.0,0,4,1,1.0,2,24216.0
42.0,1,1,30.0,3,2,2,3.0,3,5.0,1,2.0,1,1,1,0.0,3,22406.0
33.0,1,1,11.0,2,1,3,4.0,0,3.0,0,2.0,0,2,0,2.0,1,17911.0
54.0,1,1,9.0,2,2,2,3.0,4,3.0,0,4.0,0,5,1,1.0,0,32779.0
27.0,1,1,12.0,2,2,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,17539.0
39.0,1,1,30.0,2,2,3,4.0,1,3.0,1,2.0,0,3,0,2.0,2,24423.0
