Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
32.0,1,3,14.0,2,2,3,5.0,0,3.0,0,5.0,0,4,1,2.0,1,21007.0
26.0,1,3,33.0,3,0,3,4.0,1,3.0,3,3.0,0,4,0,1.0,2,24858.0
45.0,1,1,7.0,2,2,4,2.0,1,5.0,1,4.0,0,3,1,3.0,2,23711.0
50.0,1,1,7.0,1,1,3,5.0,4,3.0,2,2.0,1,3,1,1.0,0,32642.0
22.0,1,1,25.0,3,2,3,3.0,0,3.0,1,2.0,0,1,1,0.0,1,17323.0
38.0,1,2,6.0,2,2,2,1.0,0,3.0,1,2.0,0,4,1,0.0,1,17844.0
29.0,1,1,15.0,3,1,2,3.0,0,3.0,1,1.0,0,5,1,1.0,1,17974.0
58.0,1,1,7.0,2,2,4,2.0,1,3.0,0,2.0,0,3,1,3.0,2,23578.0
43.0,0,3,33.0,3,1,4,4.0,4,4.0,1,7.0,0,3,1,2.0,0,32203.0
27.0,1,1,31.0,1,2,4,6.0,0,3.0,2,3.0,1,3,0,2.0,1,21018.0
31.0,0,1,7.0,3,1,3,4.0,1,3.0,3,3.0,0,3,1,1.0,2,22689.0
30.0,1,2,20.0,2,2,3,5.0,0,5.0,1,6.0,1,5,1,2.0,1,21013.0
30.0,1,1,15.0,2,1,3,6.0,1,5.0,1,5.0,0,1,0,1.0,2,28393.0
41.0,0,1,16.0,3,2,3,4.0,0,4.0,1,2.0,1,4,0,2.0,1,22295.0
34.0,1,1,22.0,3,2,3,4.0,3,3.0,1,2.0,1,5,1,1.0,3,32288.0
50.0,1,3,18.0,3,1,4,4.0,1,3.0,3,5.0,0,4,0,2.0,2,23185.0
36.0,1,1,30.0,2,2,3,5.0,1,3.0,0,5.0,1,4,1,2.0,2,24594.0
50.0,0,1,15.0,2,2,4,5.0,1,4.0,0,3.0,0,3,1,3.0,2,23808.0
46.0,1,1,12.0,3,0,3,6.0,1,5.0,3,3.0,1,3,1,1.0,2,24447.0
27.0,0,1,7.0,2,1,4,6.0,0,3.0,1,5.0,0,4,1,1.0,1,23042.0
31.0,1,1,35.0,3,1,4,4.0,1,3.0,1,3.0,0,3,1,3.0,2,24453.0
20.0,0,3,15.0,3,1,2,3.0,0,3.0,2,2.0,1,4,0,0.0,1,17323.0
36.0,1,1,30.0,3,2,4,6.0,0,3.0,1,2.0,0,1,1,1.0,1,21383.0
33.0,1,3,7.0,3,1,3,4.0,3,3.0,1,3.0,0,5,1,1.0,3,29100.0
31.0,1,3,12.0,2,1,3,4.0,3,3.0,1,4.0,0,4,1,2.0,3,28097.0
33.0,1,1,11.0,2,1,4,5.0,1,3.0,1,3.0,0,4,1,2.0,2,24840.0
31.0,0,1,21.0,3,2,3,3.0,0,3.0,0,2.0,0,4,1,2.0,1,17610.0
42.0,1,3,27.0,3,1,4,4.0,0,4.0,3,3.0,1,4,0,2.0,1,21818.0
28.0,1,1,15.0,3,2,3,3.0,0,3.0,0,2.0,0,2,1,1.0,1,17070.0
54.0,1,3,7.0,3,0,3,4.0,1,5.0,3,2.0,0,1,1,2.0,2,27059.0
44.0,0,3,9.0,2,2,4,4.0,1,3.0,1,3.0,0,3,1,3.0,2,24353.0
30.0,1,3,10.0,3,1,4,4.0,1,3.0,0,3.0,0,2,0,1.0,2,24239.0
41.0,1,3,8.0,2,2,2,3.0,4,4.0,2,2.0,0,3,1,1.0,0,31015.0
29.0,1,3,29.0,2,1,2,4.0,3,5.0,1,2.0,0,3,1,1.0,3,22336.0
52.0,1,1,9.0,3,2,3,6.0,1,4.0,1,7.0,0,2,0,1.0,2,24160.0
30.0,1,1,34.0,3,1,4,4.0,1,3.0,0,6.0,0,2,1,1.0,2,23013.0
29.0,0,3,20.0,1,1,3,4.0,1,4.0,3,7.0,0,3,1,1.0,2,22545.0
33.0,1,1,11.0,2,2,2,4.0,3,3.0,1,5.0,0,3,0,0.0,3,22119.0
29.0,0,3,7.0,2,2,3,5.0,1,3.0,1,3.0,1,1,0,1.0,2,25512.0
43.0,0,1,35.0,1,1,3,5.0,1,3.0,1,2.0,0,3,0,2.0,2,23201.0
32.0,0,1,10.0,2,1,3,4.0,0,3.0,3,3.0,0,4,1,2.0,1,22762.0
18.0,0,1,20.0,3,1,2,3.0,0,3.0,2,2.0,0,5,1,0.0,1,16514.0
33.0,1,1,17.0,3,2,2,4.0,3,3.0,2,4.0,0,1,0,1.0,3,29922.0
39.0,1,1,12.0,3,2,2,4.0,3,5.0,1,5.0,0,4,1,0.0,3,24991.0
50.0,0,1,28.0,3,2,2,5.0,4,3.0,2,2.0,1,1,1,1.0,0,29411.0
49.0,0,1,16.0,2,1,2,3.0,2,5.0,2,1.0,1,3,0,1.0,4,33665.0
37.0,1,1,7.0,2,1,3,4.0,1,4.0,0,2.0,0,5,0,1.0,2,23906.0
59.0,1,1,8.0,2,1,3,4.0,4,3.0,2,4.0,1,5,0,2.0,0,28726.0
35.0,1,1,12.0,3,1,3,5.0,3,5.0,2,4.0,0,1,1,2.0,3,30309.0
38.0,1,1,7.0,1,0,3,4.0,3,3.0,3,6.0,0,5,1,1.0,3,26169.0
52.0,1,1,18.0,1,1,3,5.0,4,4.0,2,5.0,0,1,0,2.0,0,31820.0
36.0,1,1,18.0,3,2,3,4.0,0,3.0,1,2.0,1,5,0,1.0,1,21338.0
32.0,0,1,36.0,3,2,4,5.0,0,4.0,3,2.0,0,3,1,3.0,1,22157.0
23.0,0,1,11.0,1,2,4,5.0,0,3.0,3,7.0,0,5,0,1.0,1,22572.0
28.0,1,1,14.0,2,1,3,3.0,0,3.0,2,2.0,0,4,1,1.0,1,18310.0
31.0,0,1,9.0,3,2,3,3.0,3,3.0,1,1.0,0,4,1,0.0,3,28675.0
44.0,1,1,14.0,2,2,3,1.0,0,3.0,1,3.0,1,3,1,0.0,1,17818.0
39.0,1,1,6.0,3,2,2,1.0,3,3.0,1,1.0,0,3,1,0.0,3,24613.0
44.0,1,2,6.0,2,1,2,3.0,0,3.0,1,5.0,1,3,1,0.0,1,18195.0
33.0,1,1,13.0,2,2,3,4.0,0,3.0,3,5.0,0,1,0,2.0,1,21716.0
39.0,0,1,8.0,2,2,2,3.0,4,3.0,1,1.0,0,3,1,0.0,0,27169.0
34.0,1,1,16.0,3,2,3,4.0,0,3.0,0,2.0,0,2,1,1.0,1,21459.0
32.0,0,3,12.0,3,1,3,4.0,0,4.0,1,3.0,0,3,0,2.0,1,21467.0
43.0,1,1,19.0,3,2,3,4.0,0,4.0,1,2.0,0,1,1,2.0,1,21444.0
42.0,0,1,9.0,2,0,4,5.0,1,3.0,3,4.0,1,1,0,1.0,2,25489.0
34.0,1,3,15.0,3,2,3,4.0,1,3.0,1,2.0,0,1,0,1.0,2,25782.0
34.0,1,2,9.0,2,2,3,4.0,0,3.0,0,3.0,0,2,0,1.0,1,22278.0
50.0,1,3,18.0,3,1,3,4.0,3,3.0,1,3.0,0,4,0,1.0,3,26332.0
43.0,1,3,22.0,3,1,3,3.0,4,3.0,0,6.0,1,3,0,1.0,0,31064.0
31.0,1,1,13.0,2,2,2,3.0,1,3.0,1,4.0,0,3,1,0.0,2,20915.0
37.0,1,1,6.0,2,1,2,4.0,1,3.0,0,2.0,0,2,1,1.0,2,21474.0
26.0,0,1,6.0,2,1,2,3.0,1,4.0,1,2.0,0,5,1,1.0,2,21397.0
38.0,1,1,17.0,2,1,3,4.0,0,5.0,1,2.0,1,3,1,2.0,1,21460.0
58.0,1,1,7.0,3,2,3,4.0,1,3.0,0,4.0,0,3,1,2.0,2,25433.0
45.0,0,3,12.0,3,0,2,4.0,3,3.0,3,7.0,0,4,1,0.0,3,23865.0
52.0,1,1,10.0,3,1,4,4.0,4,4.0,2,5.0,0,5,1,2.0,0,32412.0
30.0,1,1,26.0,1,2,3,4.0,1,3.0,1,6.0,0,5,1,1.0,2,22940.0
33.0,1,1,10.0,2,1,3,4.0,3,3.0,2,5.0,0,1,1,1.0,3,29837.0
56.0,0,1,9.0,2,2,4,4.0,3,4.0,1,5.0,0,1,0,2.0,3,29654.0
39.0,1,1,22.0,2,2,4,5.0,3,3.0,1,2.0,1,5,1,2.0,3,30188.0
37.0,1,1,8.0,1,1,4,6.0,3,5.0,1,4.0,1,1,1,1.0,3,28930.0
21.0,1,1,16.0,2,1,2,4.0,0,5.0,2,2.0,0,3,0,1.0,1,16416.0
29.0,0,3,6.0,3,1,2,3.0,3,3.0,0,2.0,0,3,1,0.0,3,22918.0
26.0,0,1,12.0,2,2,3,1.0,0,3.0,1,1.0,0,4,1,1.0,1,17544.0
43.0,1,1,12.0,3,1,2,4.0,2,3.0,1,1.0,0,3,1,1.0,4,34392.0
31.0,1,1,14.0,2,2,3,4.0,1,3.0,1,3.0,0,5,1,2.0,2,22169.0
40.0,1,1,10.0,3,1,2,3.0,2,3.0,0,2.0,0,5,0,1.0,4,34033.0
39.0,0,2,9.0,2,2,4,4.0,0,4.0,1,7.0,0,3,1,3.0,1,21270.0
40.0,1,1,20.0,3,2,2,4.0,2,3.0,2,2.0,0,3,1,1.0,4,34626.0
32.0,0,1,27.0,2,2,4,4.0,3,3.0,1,5.0,0,3,1,1.0,3,28502.0
23.0,0,1,33.0,2,1,3,5.0,0,3.0,1,3.0,1,3,0,1.0,1,21492.0
30.0,1,1,9.0,2,2,4,4.0,0,4.0,1,2.0,0,4,1,1.0,1,21381.0
32.0,1,3,14.0,2,2,3,5.0,3,3.0,1,2.0,0,3,1,1.0,3,30235.0
35.0,1,1,14.0,2,1,3,4.0,3,4.0,2,2.0,0,5,0,1.0,3,30672.0
30.0,1,1,14.0,3,1,4,5.0,0,3.0,1,8.0,0,5,1,1.0,1,21210.0
43.0,1,1,18.0,2,2,2,4.0,4,4.0,1,2.0,0,3,1,1.0,0,29336.0
34.0,0,1,9.0,2,2,2,3.0,1,3.0,3,1.0,0,1,1,0.0,2,22756.0
41.0,1,3,26.0,3,1,3,3.0,0,4.0,2,2.0,1,4,0,2.0,1,18140.0
35.0,0,3,5.0,2,2,3,3.0,3,5.0,1,2.0,0,4,0,0.0,3,24069.0
60.0,0,3,34.0,3,1,3,4.0,3,5.0,0,5.0,0,2,1,0.0,3,25266.0
39.0,0,1,9.0,2,2,3,4.0,0,3.0,1,3.0,1,5,1,1.0,1,20380.0
27.0,1,1,7.0,2,1,3,5.0,0,3.0,1,3.0,1,4,0,1.0,1,21611.0
39.0,1,3,8.0,2,2,2,1.0,3,3.0,3,1.0,0,2,1,1.0,3,22880.0
38.0,0,1,18.0,2,2,1,4.0,1,5.0,1,3.0,0,5,1,0.0,2,21288.0
42.0,1,3,13.0,2,1,4,4.0,3,3.0,2,5.0,1,1,0,1.0,3,32269.0
32.0,1,3,14.0,2,2,3,5.0,3,3.0,1,2.0,0,3,1,1.0,3,30235.0
46.0,1,3,15.0,3,2,3,4.0,3,3.0,3,2.0,0,5,1,2.0,3,24619.0
26.0,1,1,16.0,2,2,3,4.0,0,5.0,2,5.0,0,1,1,1.0,1,20774.0
42.0,1,1,23.0,2,1,2,2.0,1,5.0,3,4.0,1,2,0,0.0,2,21545.0
53.0,1,1,11.0,2,1,2,3.0,2,3.0,1,5.0,0,5,0,1.0,4,34094.0
44.0,1,1,13.0,3,1,2,4.0,3,3.0,1,4.0,0,4,0,0.0,3,25248.0
43.0,1,1,9.0,2,2,4,5.0,1,3.0,3,5.0,0,1,1,1.0,2,25459.0
38.0,0,1,9.0,2,2,4,5.0,1,3.0,1,7.0,0,2,0,2.0,2,23841.0
35.0,1,3,14.0,2,1,3,3.0,0,3.0,0,2.0,0,3,0,0.0,1,17572.0
21.0,1,1,21.0,2,2,3,3.0,0,3.0,2,2.0,0,5,1,1.0,1,16232.0
30.0,1,3,8.0,1,2,3,3.0,0,4.0,0,2.0,0,3,1,2.0,1,17476.0
44.0,0,1,17.0,2,1,3,5.0,1,3.0,1,3.0,0,3,0,1.0,2,23935.0
33.0,1,1,13.0,2,2,3,4.0,0,3.0,3,5.0,0,2,0,2.0,1,21716.0
29.0,1,3,15.0,3,1,2,5.0,0,4.0,2,2.0,0,1,1,1.0,1,17760.0
36.0,1,3,24.0,2,2,4,4.0,1,5.0,1,5.0,1,3,0,3.0,2,27644.0
38.0,0,1,18.0,2,2,2,4.0,1,5.0,1,3.0,0,5,1,0.0,2,21288.0
41.0,1,3,6.0,2,1,3,3.0,1,3.0,2,1.0,1,4,0,2.0,2,20993.0
20.0,0,1,17.0,3,1,4,5.0,0,4.0,2,3.0,1,5,1,2.0,1,20537.0
29.0,1,3,12.0,3,2,3,4.0,1,5.0,3,2.0,0,1,1,1.0,2,27141.0
29.0,0,1,7.0,3,2,3,5.0,0,4.0,1,3.0,0,4,0,1.0,1,21274.0
38.0,0,1,15.0,2,2,3,3.0,1,5.0,1,5.0,0,3,0,2.0,2,21893.0
37.0,1,1,6.0,2,1,2,3.0,0,3.0,2,2.0,0,1,1,0.0,1,17115.0
43.0,1,1,8.0,3,1,3,1.0,0,3.0,1,2.0,0,1,1,2.0,1,17645.0
31.0,0,1,13.0,2,1,2,4.0,3,3.0,1,2.0,0,1,1,0.0,3,23943.0
33.0,0,1,12.0,1,2,4,4.0,0,4.0,3,4.0,0,3,1,2.0,1,21396.0
55.0,1,1,8.0,3,1,2,5.0,2,3.0,0,5.0,0,4,1,1.0,4,34187.0
27.0,1,3,14.0,3,1,2,3.0,1,4.0,1,2.0,0,1,0,1.0,2,21214.0
30.0,1,3,17.0,3,2,3,4.0,0,4.0,1,3.0,0,1,1,1.0,1,20975.0
33.0,1,1,34.0,2,2,3,3.0,1,3.0,1,2.0,1,1,1,0.0,2,20207.0
37.0,1,1,17.0,2,2,3,4.0,3,5.0,1,2.0,1,5,1,2.0,3,26999.0
53.0,1,1,10.0,3,2,3,5.0,3,3.0,1,4.0,1,1,1,1.0,3,26647.0
27.0,0,1,12.0,3,1,3,5.0,0,3.0,1,3.0,1,1,0,2.0,1,21044.0
48.0,1,3,9.0,2,1,4,5.0,0,3.0,3,3.0,1,1,0,1.0,1,21972.0
36.0,1,1,28.0,2,1,3,4.0,1,3.0,0,3.0,1,3,0,2.0,2,22692.0
36.0,0,1,9.0,3,2,1,3.0,0,4.0,2,5.0,0,4,1,0.0,1,17088.0
36.0,0,1,11.0,2,2,3,5.0,0,3.0,1,3.0,0,1,1,2.0,1,21054.0
55.0,0,1,8.0,2,2,3,3.0,3,4.0,1,4.0,0,1,0,1.0,3,25976.0
47.0,1,1,25.0,3,1,3,4.0,1,3.0,1,4.0,0,5,0,1.0,2,23488.0
37.0,1,3,9.0,2,2,4,4.0,0,3.0,3,5.0,1,3,0,1.0,1,21322.0
33.0,1,1,9.0,3,1,4,4.0,0,4.0,1,3.0,0,4,0,2.0,1,21048.0
25.0,1,1,24.0,3,1,3,5.0,1,3.0,1,3.0,0,3,0,1.0,2,23055.0
35.0,0,1,14.0,2,2,4,6.0,1,3.0,3,3.0,1,5,1,2.0,2,24752.0
30.0,1,2,13.0,3,2,3,5.0,0,4.0,1,3.0,0,3,1,2.0,1,21482.0
31.0,0,3,11.0,3,1,2,3.0,0,4.0,1,2.0,0,3,0,1.0,1,17789.0
40.0,0,1,16.0,2,2,4,4.0,1,4.0,3,2.0,0,1,1,1.0,2,25460.0
25.0,1,1,24.0,2,1,4,4.0,0,4.0,1,3.0,0,1,1,3.0,1,20888.0
48.0,0,3,10.0,3,1,3,4.0,4,3.0,1,2.0,1,5,1,2.0,0,32448.0
54.0,1,3,31.0,2,2,4,4.0,3,5.0,2,8.0,1,3,1,3.0,3,29126.0
45.0,1,1,15.0,2,2,2,3.0,1,4.0,1,1.0,0,4,1,0.0,2,17348.0
40.0,1,3,10.0,3,1,3,4.0,1,3.0,0,6.0,1,4,1,2.0,2,23916.0
53.0,0,1,6.0,3,1,2,4.0,4,3.0,1,5.0,1,1,0,0.0,0,27965.0
36.0,1,1,13.0,2,2,4,4.0,0,3.0,0,2.0,1,3,1,2.0,1,22184.0
29.0,1,1,35.0,2,2,3,5.0,1,3.0,1,1.0,0,5,1,2.0,2,21384.0
40.0,1,3,32.0,3,2,3,3.0,1,5.0,0,2.0,0,2,1,1.0,2,23396.0
35.0,0,1,17.0,3,2,3,4.0,0,3.0,1,3.0,1,3,1,1.0,1,22493.0
41.0,1,3,8.0,2,2,2,3.0,4,4.0,2,2.0,0,3,1,0.0,0,31015.0
46.0,1,3,8.0,2,2,3,3.0,3,3.0,1,5.0,1,3,0,2.0,3,25368.0
43.0,1,1,7.0,2,1,4,4.0,0,5.0,1,5.0,0,3,1,2.0,1,21254.0
24.0,1,1,33.0,2,2,3,4.0,0,3.0,1,3.0,0,2,1,2.0,1,21582.0
54.0,1,3,13.0,3,2,3,4.0,1,3.0,1,4.0,1,5,0,2.0,2,20984.0
27.0,1,3,14.0,3,1,2,3.0,1,4.0,0,2.0,0,2,0,0.0,2,21214.0
29.0,1,1,29.0,2,2,2,3.0,0,3.0,2,1.0,0,3,0,0.0,1,17201.0
26.0,1,3,6.0,2,2,2,3.0,1,3.0,1,2.0,0,5,0,1.0,2,20296.0
27.0,0,1,7.0,2,1,3,4.0,1,4.0,1,3.0,0,5,0,2.0,2,25075.0
38.0,0,1,9.0,2,2,2,3.0,0,3.0,0,4.0,0,3,1,1.0,1,17821.0
57.0,1,1,6.0,2,2,3,1.0,1,3.0,0,1.0,0,3,1,2.0,2,19900.0
35.0,1,3,9.0,2,2,3,4.0,1,3.0,3,3.0,0,5,0,2.0,2,24952.0
39.0,1,1,9.0,2,2,3,4.0,1,3.0,1,2.0,0,1,1,2.0,2,25231.0
51.0,1,1,9.0,3,1,3,3.0,4,4.0,2,4.0,0,5,0,1.0,0,28734.0
51.0,1,1,17.0,1,2,4,5.0,3,3.0,2,8.0,0,5,1,2.0,3,29174.0
29.0,0,3,11.0,3,2,3,4.0,1,3.0,1,3.0,0,1,0,1.0,2,22899.0
29.0,1,1,21.0,2,1,3,5.0,0,3.0,1,1.0,1,5,1,1.0,1,17168.0
31.0,1,3,11.0,2,1,3,3.0,1,3.0,1,2.0,0,1,0,2.0,2,20476.0
50.0,0,3,14.0,1,2,2,3.0,1,3.0,0,4.0,1,5,1,0.0,2,21796.0
31.0,1,1,16.0,3,2,3,5.0,0,3.0,2,3.0,0,4,1,2.0,1,20884.0
33.0,1,1,9.0,3,2,3,4.0,1,4.0,1,6.0,0,4,1,2.0,2,23561.0
26.0,1,1,31.0,2,2,2,5.0,0,3.0,2,2.0,0,1,0,0.0,1,17293.0
33.0,1,3,22.0,3,1,3,3.0,1,5.0,2,6.0,0,3,1,0.0,2,20324.0
36.0,1,1,8.0,2,1,3,3.0,0,3.0,0,5.0,0,5,1,0.0,1,17543.0
33.0,1,1,7.0,3,2,3,4.0,1,3.0,1,3.0,1,4,1,2.0,2,24840.0
27.0,1,1,23.0,1,2,2,3.0,0,4.0,0,1.0,1,4,1,0.0,1,18058.0
35.0,1,1,13.0,2,1,3,5.0,1,4.0,1,8.0,0,3,0,2.0,2,23183.0
57.0,1,1,6.0,3,2,2,3.0,1,3.0,1,3.0,0,3,0,1.0,2,21755.0
47.0,1,3,17.0,3,1,4,5.0,3,3.0,1,4.0,1,1,0,1.0,3,27749.0
38.0,1,1,29.0,2,2,2,3.0,1,3.0,1,1.0,0,3,0,1.0,2,20745.0
37.0,0,1,10.0,1,2,3,4.0,0,4.0,1,3.0,0,3,0,2.0,1,22370.0
35.0,1,1,9.0,2,2,3,5.0,1,5.0,1,8.0,0,4,0,2.0,2,24635.0
58.0,1,1,8.0,1,1,3,4.0,3,3.0,1,1.0,0,5,0,0.0,3,17372.0
46.0,1,3,9.0,2,1,2,3.0,4,4.0,0,1.0,0,4,1,0.0,0,31606.0
42.0,0,3,18.0,2,2,2,3.0,4,5.0,2,1.0,1,5,1,1.0,0,28758.0
45.0,0,1,31.0,3,2,3,6.0,0,3.0,3,4.0,0,3,0,1.0,1,22386.0
32.0,1,3,6.0,3,1,2,3.0,3,3.0,1,2.0,0,5,1,0.0,3,25422.0
22.0,1,1,25.0,2,1,4,4.0,0,3.0,3,3.0,0,3,1,3.0,1,21371.0
35.0,0,1,10.0,2,2,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,17376.0
44.0,1,1,16.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,2.0,1,17936.0
33.0,0,1,6.0,2,0,3,3.0,3,3.0,3,2.0,1,2,1,0.0,3,28458.0
44.0,1,1,8.0,2,1,3,1.0,0,3.0,1,2.0,0,4,1,2.0,1,17011.0
47.0,1,1,28.0,3,1,4,4.0,1,4.0,1,6.0,0,3,1,3.0,2,27604.0
40.0,1,2,9.0,2,1,3,5.0,1,3.0,0,2.0,0,3,0,1.0,2,23882.0
43.0,1,1,10.0,2,1,4,2.0,1,3.0,0,4.0,1,5,0,1.0,2,23909.0
34.0,1,3,6.0,3,2,3,1.0,1,3.0,1,1.0,0,5,1,2.0,2,24725.0
40.0,0,1,16.0,2,2,4,4.0,1,4.0,3,22.0,0,2,1,1.0,2,25460.0
37.0,1,1,25.0,2,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,20768.0
32.0,1,3,12.0,2,1,4,4.0,1,3.0,1,3.0,0,1,0,3.0,2,24154.0
36.0,1,1,14.0,2,2,3,4.0,3,3.0,2,5.0,0,3,0,2.0,3,28899.0
39.0,0,1,10.0,2,2,3,4.0,0,3.0,1,5.0,0,3,1,1.0,1,21499.0
37.0,0,1,6.0,3,1,1,3.0,3,3.0,1,3.0,1,3,0,0.0,3,28603.0
29.0,1,1,26.0,3,2,4,5.0,0,5.0,1,3.0,0,3,1,2.0,1,21874.0
43.0,1,1,9.0,3,1,3,5.0,0,5.0,1,2.0,1,4,1,2.0,1,21271.0
39.0,1,1,11.0,3,1,3,4.0,0,3.0,1,2.0,0,5,0,1.0,1,21984.0
32.0,0,3,11.0,2,2,2,3.0,1,4.0,1,2.0,0,3,1,1.0,2,21524.0
28.0,0,3,6.0,1,2,3,3.0,0,3.0,0,4.0,0,3,1,0.0,1,17909.0
48.0,1,1,26.0,3,2,2,3.0,0,3.0,0,5.0,0,2,0,0.0,1,17259.0
35.0,1,3,34.0,2,1,3,4.0,0,3.0,1,1.0,0,4,1,2.0,1,17430.0
31.0,1,3,17.0,3,2,4,5.0,1,3.0,1,3.0,0,1,0,2.0,2,25256.0
40.0,1,3,31.0,3,2,2,4.0,3,4.0,3,3.0,1,5,0,1.0,3,24094.0
25.0,0,1,16.0,2,2,3,5.0,0,4.0,1,3.0,0,5,0,2.0,1,21372.0
49.0,1,3,36.0,3,1,4,4.0,3,3.0,0,5.0,0,4,0,1.0,3,31182.0
42.0,1,3,16.0,2,2,4,4.0,3,3.0,1,5.0,1,2,0,2.0,3,26867.0
42.0,0,3,17.0,3,2,3,6.0,1,4.0,3,3.0,0,1,1,1.0,2,24829.0
21.0,1,1,6.0,1,1,3,4.0,0,4.0,2,2.0,1,5,0,2.0,1,17070.0
45.0,1,3,7.0,2,2,3,4.0,1,5.0,1,2.0,0,4,1,2.0,2,33061.0
36.0,1,1,35.0,2,2,3,2.0,1,3.0,1,3.0,0,5,1,1.0,2,22085.0
39.0,1,1,18.0,3,2,3,3.0,1,4.0,1,5.0,0,3,1,1.0,2,20295.0
31.0,1,3,16.0,3,1,2,3.0,1,3.0,1,3.0,1,1,0,0.0,2,21583.0
38.0,1,1,6.0,2,1,2,3.0,3,3.0,3,5.0,1,2,0,1.0,3,22861.0
52.0,1,1,6.0,2,2,3,3.0,4,3.0,0,3.0,0,2,1,1.0,0,32099.0
33.0,0,1,6.0,2,0,3,3.0,3,3.0,3,2.0,1,1,1,0.0,3,28458.0
21.0,1,1,6.0,1,1,3,4.0,0,4.0,2,2.0,1,5,1,1.0,1,17070.0
33.0,1,1,8.0,2,2,2,3.0,0,3.0,2,1.0,0,3,0,1.0,1,17500.0
33.0,0,1,9.0,2,0,3,4.0,1,3.0,3,6.0,1,5,1,2.0,2,23676.0
23.0,1,1,12.0,2,2,3,3.0,0,4.0,1,3.0,1,4,0,1.0,1,21006.0
36.0,1,1,32.0,1,2,4,5.0,3,4.0,0,5.0,0,3,1,2.0,3,29581.0
51.0,1,3,32.0,3,1,3,3.0,4,3.0,0,3.0,0,3,0,1.0,0,31307.0
23.0,0,1,10.0,2,2,3,5.0,0,3.0,1,2.0,1,3,0,2.0,1,21531.0
40.0,1,3,8.0,3,1,2,3.0,1,4.0,1,1.0,0,2,0,1.0,2,20715.0
41.0,1,1,8.0,2,1,2,5.0,0,3.0,1,5.0,1,3,0,0.0,1,17778.0
43.0,0,1,12.0,2,2,4,4.0,0,3.0,0,6.0,0,3,1,1.0,1,20771.0
46.0,1,1,27.0,3,2,4,4.0,4,3.0,0,2.0,1,3,0,1.0,0,32174.0
34.0,0,1,28.0,2,2,2,4.0,1,3.0,1,2.0,1,1,1,0.0,2,20747.0
30.0,1,3,10.0,3,1,3,4.0,1,4.0,1,2.0,1,3,1,0.0,2,20209.0
44.0,0,1,30.0,2,2,2,3.0,0,3.0,1,4.0,1,5,0,1.0,1,18161.0
39.0,1,1,24.0,2,1,4,5.0,3,3.0,0,2.0,0,2,0,3.0,3,27501.0
51.0,1,1,9.0,1,1,2,3.0,3,3.0,1,3.0,0,4,1,1.0,3,28116.0
29.0,1,1,7.0,2,1,4,6.0,0,4.0,2,2.0,1,1,1,3.0,1,20894.0
32.0,0,1,10.0,3,2,4,4.0,3,3.0,1,2.0,0,4,1,3.0,3,32353.0
57.0,1,1,15.0,2,1,4,4.0,0,5.0,1,6.0,1,4,1,2.0,1,22935.0
28.0,1,3,19.0,3,0,2,3.0,1,3.0,3,4.0,1,5,1,1.0,2,24854.0
20.0,1,3,8.0,3,1,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,17783.0
34.0,1,1,28.0,3,2,4,2.0,0,4.0,1,3.0,0,1,1,2.0,1,20706.0
40.0,0,1,9.0,1,1,4,4.0,3,3.0,2,2.0,0,1,1,3.0,3,29616.0
27.0,1,1,9.0,3,2,3,2.0,1,3.0,0,3.0,0,3,1,2.0,2,24150.0
31.0,0,1,21.0,3,2,3,3.0,0,3.0,1,2.0,0,4,1,0.0,1,17610.0
44.0,1,1,9.0,2,2,2,3.0,2,3.0,0,5.0,1,2,1,0.0,4,34513.0
43.0,1,1,16.0,2,2,4,5.0,2,3.0,2,2.0,0,1,1,2.0,4,38291.0
37.0,1,1,10.0,2,2,2,3.0,0,3.0,0,1.0,1,5,1,1.0,1,17996.0
27.0,1,3,35.0,3,2,4,4.0,1,4.0,0,3.0,0,3,1,1.0,2,24950.0
31.0,0,1,15.0,3,2,2,4.0,0,5.0,2,1.0,1,3,0,1.0,1,17321.0
47.0,0,1,14.0,3,1,2,4.0,1,3.0,0,4.0,0,5,0,1.0,2,23936.0
32.0,1,1,11.0,3,1,4,2.0,0,3.0,1,2.0,0,5,1,3.0,1,22656.0
56.0,1,1,15.0,3,1,3,4.0,4,3.0,1,4.0,1,3,1,2.0,0,33434.0
46.0,1,3,9.0,2,2,4,4.0,1,4.0,0,2.0,0,5,1,1.0,2,23483.0
35.0,1,3,15.0,1,2,4,2.0,1,3.0,1,3.0,0,1,0,3.0,2,25477.0
32.0,1,3,9.0,2,2,4,4.0,1,3.0,3,6.0,1,5,1,2.0,2,25260.0
37.0,0,1,10.0,3,2,2,4.0,0,4.0,2,6.0,0,4,1,1.0,1,20766.0
33.0,1,3,11.0,2,1,3,4.0,0,4.0,1,4.0,0,3,1,2.0,1,22609.0
